ID,Name,Proponent,Project Type,AFOLU Activities,Methodology,Status,Country/Area,Estimated Annual Emission Reductions,Region,Project Registration Date,Crediting Period Start Date,Crediting Period End Date
5871,"Biogas Plant at Gujjar Colony, Lahore",Punjab Power Development Company Limited (PPDCL),Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.C.; AMS-III.D.,Under validation,Pakistan,"39,186",Asia,,2026-01-01,2035-12-31
5860,Ningxia Junfeng Siguquan Coal Mine Well No.2 CMM Heating Project,"Ningxia Junfeng New Energy Technology Co., Ltd.",Energy industries (renewable/non-renewable sources); Mining/mineral production,,ACM0008,Under validation,China,"111,399",Asia,,2024-10-08,2034-10-07
5851,10.2MW Nam Yeim Hydro Power Project,SINGAPORE TREASURE CARBON TECH PTE. LTD.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Under development,Lao,"22,841",,,2026-03-01,2036-02-29
5850,NAM KAIO HYDRO POWER PROJECT,SINGAPORE TREASURE CARBON TECH PTE. LTD.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Under development,Lao,"24,080",,,,
5822,Mwenga Hydro Power Project,Rift Valley Energy Tanzania Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Under validation,Tanzania,"10,695",Africa,,2020-01-30,2027-01-29
5785,Scaw Rooftop Solar PV Grouped Project,Scaw South Africa (Pty) Limited,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Under development,South Africa,"9,631",Africa,,2025-01-13,2032-01-12
5775,Hedmenn Strauss Solar PV Grouped Project,Hedmenn Strauss (Pty) Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Under development,South Africa,"12,078",Africa,,2025-01-09,2032-01-08
5757,Grouped Solar Lamp distribution project in Africa#1,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-III.AR,Under development,Ethiopia,"37,234",Africa,,2024-03-14,2031-03-13
5753,CARBON DISCLOSURE SA SOLAR PV GROUPED PROJECT 2,Carbon Disclosure South Africa (Pty) Ltd,Energy industries (renewable/non-renewable sources),,AMS-III.F.,Under development,South Africa,"9,200",Africa,,2025-01-01,2031-12-31
5737,Beypi Poultry Waste to Energy Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Under development,Turkey,"26,019",Asia,,2025-10-01,2032-09-30
5686,Shanxi Lvliang Junliu CMM Power Generation Project,"Shanxi Junliu New Energy Technology Co., Ltd.",Energy industries (renewable/non-renewable sources); Mining/mineral production,,ACM0008,Registration and verification approval requested,China,"228,930",Asia,,2024-03-27,2034-03-26
5630,iKapa Solar PV and BESS 240 MWp Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Under development,South Africa,"412,753",Africa,,,
5621,FirstSolar Programme,FirstRand Bank Limited,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Registration requested,South Africa,137,Africa,,2023-09-09,2030-09-08
5619,Broadreach Yield Solar PV Grouped Project,Broadreach Yield Pty Ltd,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Registration requested,South Africa,"7,666",,,2023-06-13,2030-06-12
5609,Grouped rooftop project by GVG Group of Companies,GVG Paper Mills Pvt Ltd,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Registration requested,India,"3,262",Asia,,2023-09-27,2030-09-26
5606,Abu Minqar Solar PV Projects,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Registration requested,Egypt,"5,162",Africa,,2023-10-01,2030-09-30
5596,Decentral Energy Group Project,Fuel Switch SA (Pty) Ltd,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Under validation,South Africa,"28,500",Africa,,2024-01-01,2030-12-31
5597,Fuel Switch Open Call: Accelerating Access to Clean Energy,Fuel Switch SA (Pty) Ltd,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Under validation,South Africa,"50,000",Africa,,2023-09-01,2030-08-31
5577,Bundled Rooftop Solar Power Project by SJLT group,SJLT Textiles Private Limited,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Registered,India,"13,688",Asia,2026-03-23,2023-09-25,2030-09-24
5551,HeShan MSW Incineration and Power Generation,"Public Energy Technology (Heshan) Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0022,Under validation,China,"60,416",Asia,,2024-05-28,2031-05-27
5542,MALAYSIA GROUPED BIOMASS WASTE RECOVERY AND UTILIZATION PROJECT,Climate Quest Sdn  Bhd,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0006; AMS-III.E.,Registration and verification approval requested,Malaysia,"76,340",Asia,,2023-11-01,2033-10-31
5539,Waste 2 Energy,M/S WASTE RESOURCE MANAGEMENT PRIVATE LIMITED,Energy industries (renewable/non-renewable sources),,ACM0017,Under validation,India,"65,194",Asia,,2025-04-01,2032-03-31
5536,Decarb.earth RSA Solar,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Under validation,South Africa,"50,000",Africa,,2023-07-01,2030-06-30
5530,TAISHAN MSW INCINERATION AND POWER GENERATION,"Public Energy Investment(Taishan) Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0022,Under validation,China,"178,378",Asia,,2024-04-17,2031-04-16
5488,Scatec RMI Hybrid Cluster,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,South Africa,"900,000",Africa,2025-12-23,2023-11-19,2033-11-18
5470,Guizhou Jinsha Changxing CMM Power Generation Project,"Jinsha Yonder Southwest New Energy Development Co., Ltd.",Energy industries (renewable/non-renewable sources); Mining/mineral production,,ACM0008,Registered,China,"161,826",Asia,2026-03-20,2023-12-05,2033-12-04
5467,Shanxi Xiangning Detong CMM Power Generation Project,"Xiangning County Jiayuan CBM utilization Co., Ltd",Energy industries (renewable/non-renewable sources); Mining/mineral production,,ACM0008,Under validation,China,"162,770",Asia,,2024-08-10,2034-08-09
5468,Shanxi Yangcheng Huanglian CMM Power Generation Project,"Yangcheng County Jingde CBM power generation Co., Ltd",Energy industries (renewable/non-renewable sources); Mining/mineral production,,ACM0008,Registration and verification approval requested,China,"143,835",Asia,,2023-11-14,2033-11-13
5452,600 MW Monsoon Wind Power Project,Monsoon Wind Power Company Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Under validation,Lao,"1,347,847",Asia,,2025-03-31,2032-03-30
5444,Solareff Rooftop PV Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Registration requested,South Africa,"67,936",Africa,,2023-07-01,2030-06-30
5441,OYU - Powering South African SMEs with Clean Energy,OYU Green Private Limited,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Under validation,South Africa,"84,130",,,2024-03-01,2031-02-28
5434,GHG EMISSIONS REDUCTION THROUGH THE EXPANSION OF DUFERCO MOBILITY’S EV CHARGING STATION NETWORK,Duferco Mobility Srl,Energy industries (renewable/non-renewable sources); Transport,,VM0038,Registration requested,Italy,"8,104",Europe,,2024-10-11,2034-10-10
5423,"Small scale grouped hydropower project by Phongsubthavy Group Sole Co., Ltd","Phongsubthavy Group Sole Co., Ltd",Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registration requested,Lao,"20,615",Asia,,2025-10-01,2032-09-30
5408,Tongyi CMM Power Generation Project,"Pingding County Yonder Coal Mine Methane Utilization Co., Ltd",Energy industries (renewable/non-renewable sources); Mining/mineral production,,ACM0008,Registered,China,"172,393",Asia,2026-02-24,2024-09-14,2034-09-13
5410,Zhangcun CMM Power Generation Project,"Xiangyuan County Yonder Coal Mine Methane Utilization Co., Ltd",Energy industries (renewable/non-renewable sources); Mining/mineral production,,ACM0008,Registered,China,"142,670",Asia,2026-01-09,2024-04-20,2034-04-19
5411,Wulihou CMM Power Generation Project,"Zuoquan County Yonder Coal Mine Methane Utilization Co., Ltd",Energy industries (renewable/non-renewable sources); Mining/mineral production,,ACM0008,Registered,China,"101,057",Asia,2026-02-19,2024-09-25,2034-09-24
5381,Alien Energy Biomass Waste to Energy Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Under development,South Africa,"106,535",Africa,,2023-10-01,2030-09-30
5373,Solar Light for Rural Kenya,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.L.,Registered,Kenya,"41,968",Africa,2026-01-13,2023-04-01,2030-03-31
5367,Fuel Switch Group Project: Accelerating Access to Clean Energy,Fuel Switch SA (Pty) Ltd,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Under validation,South Africa,"28,500",Africa,,2023-08-07,2033-08-06
5344,Ejin Horo Banner MSW Landfill Biogas Pollution Control and Comprehensive Utilization Project,"Henan BCCY Environmental Energy CO.,LTD.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.D.; AMS-III.G.,Under validation,China,"42,936",Asia,,2023-12-09,2033-12-08
5340,YANGMEI XIN DA DI 16MW CMM POWER GENERATION PROJECT,"Heshun County Yanyan Power Generation Co., Ltd.",Energy industries (renewable/non-renewable sources); Mining/mineral production,,ACM0008,Registered,China,"483,707",Asia,2026-03-25,2023-04-20,2033-04-19
5337,De Aar Hydra Storage,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,South Africa,"418,587",Africa,2026-01-26,2025-09-30,2032-09-29
5313,Lichuan City Domestic Waste Landfill Site Biogas Pollution Treatment and Comprehensive Utilization Project,"Henan BCCY Environmental Energy CO.,LTD.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.D.; AMS-III.G.,Registered,China,"45,669",,2025-12-18,2024-09-05,2034-09-04
5312,Oya Hybrid Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,South Africa,"475,000",Africa,2026-02-27,2025-10-01,2032-09-30
5277,"Taishan BCCY New Energy Co., Ltd Taishan Xiadoukeng 5MW Biogas Power Generation Project","Henan BCCY Environmental Energy CO.,LTD.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,China,"96,122",Asia,2025-12-15,2023-02-01,2033-01-31
5279,QK Solar PV Grouped Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Under validation,South Africa,"12,262",Africa,,2023-01-19,2030-01-18
5274,Sinan County domestic waste landfill biogas pollution control and comprehensive utilization project,"Henan BCCY Environmental Energy CO.,LTD.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.D.; AMS-III.G.,Under validation,China,"37,961",Asia,,2024-01-16,2034-01-15
5272,Umoyilanga Hybrid Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,South Africa,"369,232",Africa,2026-01-26,2025-10-15,2032-10-14
5270,Primary Carbon Solar PV Grouped Project,Primary Carbon,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Under validation,South Africa,"3,322",Africa,,2023-09-01,2033-08-31
5264,Yunfu LFG Power Generation Project,Multiple Proponents,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,China,"47,759",,2025-04-07,2022-12-17,2032-12-16
5214,Pingjiang County Domestic Waste Harmless Landfill Site LFG Utilization Project,"Henan BCCY Environmental Energy CO.,LTD.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,China,"60,882",,2025-03-16,2023-03-21,2033-03-20
5199,Marmota EV Charging Carbon Offset Program (MEVCCOP),Marmota Solutions Incorporated,Energy industries (renewable/non-renewable sources); Transport,,VM0038,Registered,Canada,"16,691",North America,2025-09-07,2022-12-09,2029-12-08
5167,Bundled Rooftop Solar Power Project by SPPL 02,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Under validation,India,"15,872",Asia,,2023-09-15,2030-09-14
5149,Huangtupo CMM Power Generation Project,"Qinyuan County Hetong Comprehensive Energy Service Co., Ltd.",Energy industries (renewable/non-renewable sources); Mining/mineral production,,ACM0008,Registered,China,"178,339",Asia,2025-03-05,2023-03-19,2033-03-18
5146,Redstone CSP project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,South Africa,"478,316",Africa,2026-01-26,2024-11-30,2031-11-29
5143,KARAGANDA LANDFILL GAS (LFG) CAPTURE AND UTILIZATION PROJECT,Linkpower s.r.o.,Energy industries (renewable/non-renewable sources),,ACM0001,Under validation,Kazakhstan,"93,973",,,2022-12-01,2032-11-30
5135,Guizhou Bijie Yuxing CMM Power Generation Project,"Bijie Yicheng New Energy Technology Co., Ltd",Energy industries (renewable/non-renewable sources); Mining/mineral production,,ACM0008,Registered,China,"1,104,137",Asia,2025-07-04,2023-05-08,2033-05-07
5132,Omnia Solar PV Group Project,Omnia Group (Pty) Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Registration and verification approval request denied,South Africa,"33,513",Africa,,2022-11-03,2029-11-02
5113,OYU - Powering Kenyan SMEs with Clean Energy,OYU Green Private Limited,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Under validation,Kenya,"20,201",Africa,,2022-08-01,2029-07-31
5104,Clean & Sustainable Household Biogas Program for farmers in India by Amul,Kaira District Co-operative Milk Producers Union Limited,"Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management",,AMS-I.E.; AMS-III.D.,Registered,India,"4,039",Asia,2025-06-05,2022-10-01,2029-09-30
5102,FX Group Biomass to Energy Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.; AMS-I.F.,Registration requested,South Africa,"14,761",Africa,,2022-10-12,2032-10-11
5097,Yunnan Zhenxiong Zhujiawan CMM Power Generation Project,"Zhenxiong Yonder New Energy Development Co., Ltd",Energy industries (renewable/non-renewable sources); Mining/mineral production,,ACM0008,Registered,China,"243,530",Asia,2025-11-20,2023-05-13,2033-05-12
5098,Grouped Solar Power Plant Project of Bestway Cement Ltd.,Project Team ATR Inc.,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Under validation,Pakistan,"42,272",Asia,,2022-10-01,2032-09-30
5095,Helios Energía Limpia project: Biogas production from industrial waste,HELIOS ENERGIA LIMPIA S.A.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registration requested,Argentina,"1,876",Latin America,,2022-06-29,2029-06-28
5056,15MW FLOATING SOLAR PV PROJECT IN HIMACHAL PRADESH,SJVN Green Energy Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Under validation,India,"28,601",Asia,,2024-09-14,2031-09-13
5046,Yangquan Guzhuang 8MW CMM Power Generation Project,Yangquan Zhonglian Energy Technology Co.,"Energy industries (renewable/non-renewable sources); Fugitive emissions from fuels (solid, oil and gas); Mining/mineral production",,ACM0008,Registered,China,"240,337",Asia,2025-01-06,2022-10-28,2032-10-27
5034,90MW FLOATING SOLAR PV POWER PROJECT IN OMKARESHWAR,SJVN Green Energy Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registration requested,India,"162,822",Asia,,2024-10-07,2031-10-06
5026,Guizhou Mayixi Yijing CMM Power Generation Project,"Guizhou Panjiang CBM Development&Utilization Co., Ltd.",Energy industries (renewable/non-renewable sources); Mining/mineral production,,ACM0008,Registered,China,"126,430",Asia,2024-12-04,2022-07-17,2032-07-16
5023,Small Scale Solar Grouped Project in South Africa,Catalyst Incentive Solutions (Pty) Ltd,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Under validation,South Africa,"5,613",Africa,,2022-05-01,2032-04-30
5011,Shanxi Xiyang CMM Power Generation Project,"Shanxi Xiyang Fenghui coal industry Co., Ltd. Power Plant",Energy industries (renewable/non-renewable sources); Mining/mineral production,,ACM0008,Registered,China,"813,242",Asia,2025-02-17,2022-12-01,2032-11-30
5005,NGON Texas Beneficial Use of Waste Flare Gas Energy,"NGON Solutions, LLC",Energy industries (renewable/non-renewable sources); Manufacturing industries,,ACM0012; AMS-III.Q,Registration and verification approval requested,United States,"17,800",North America,,2022-03-18,2029-03-17
4986,Captive solar photovoltaic power project in India by Shree Cement Limited,Shree Cement Limited,Energy industries (renewable/non-renewable sources),,AMS-I.F.; AM0123,Registered,India,"33,929",Asia,2025-11-27,2022-08-18,2029-08-17
4983,CORE CARBON SOLAR POWER PROJECT,Core CarbonX Solutions Pvt. Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Registration and verification approval requested,India,"6,908",Asia,,2022-11-10,2029-11-09
4984,CLEAN BIO-ENERGY INITIATIVE IN  MADHYA PRADESH AND MAHARASHTRA,Ecological Restoration Organization,Energy industries (renewable/non-renewable sources),,AMS-I.E.,Registered,India,"28,895",,2025-05-01,2022-09-09,2032-09-08
4982,RBML (Reliance BP Mobility Limited) EV Charging Infrastructure Project,Reliance BP Mobility Limited,Energy industries (renewable/non-renewable sources); Transport,,VM0038,Registered,India,"1,068,196",Asia,2025-04-16,2022-03-24,2032-03-23
4964,MALAYSIA RENEWABLE BIOENERGY GROUPED PROJECT BY CARBONTRACE,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Under validation,Malaysia,"10,249",Asia,,2023-07-26,2030-07-25
4940,Taiping Township Waste Resource Utilization Project,"Heilongjiang Boneng Green Energy Technology Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0022,Registered,China,"28,578",,2025-03-20,2022-08-01,2032-07-31
4932,DICLE DIYARBAKIR LFG PROJECT,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0001,Registered,Turkey,"151,932",Middle East,2025-11-04,2021-06-11,2028-06-10
4934,Nam Ngiep 2A Hydropower project,Kosher Climate India Pvt. Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registration requested,Lao,"23,751",Asia,,2025-10-01,2032-09-30
4920,Shanxi Xiadian CMM Power Generation Project,"Xiangyuan Luxin Coal Mine Methane Power Generation Co., Ltd",Energy industries (renewable/non-renewable sources); Mining/mineral production,,ACM0008,Registered,China,"293,714",Asia,2024-12-10,2022-07-15,2032-07-14
4916,Guangxi Laibin Organic Wastewater Biogas Power Generation Comprehensive Utilization Project,"Henan BCCY Environmental Energy CO.,LTD.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.F.; AMS-III.H.,Registered,China,"62,771",Asia,2024-12-04,2023-06-29,2033-06-28
4917,Solar Power Project by Dalmia Cement in Assam,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AM0123,Registered,India,"25,814",Asia,2025-12-02,2022-06-24,2029-06-23
4869,KAMPONG CHHNANG 60 MW SOLAR POWER PROJECT,"Prime Road Alternative (Cambodia) Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Cambodia,"81,868",Asia,2025-03-10,2022-11-11,2029-11-10
4863,"Green Hydrogen Project: Sindh, Pakistan",N/A,Energy industries (renewable/non-renewable sources),,Methodology Under Development,Inactive,Pakistan,"500,000",Asia,,,
4859,SMG Solar Water Pump - Program 01,OYU Green Private Limited,Energy industries (renewable/non-renewable sources),,AMS-I.B.,Under validation,India,"38,470",Asia,,2022-07-01,2029-06-30
4846,SOLAR PV BESS AND CBG HYBRID PROJECT IN THAILAND,Super Carbon X Company Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registration requested,Thailand,"18,713",Asia,,2023-01-20,2030-01-19
4848,Starch Plus Wastewater Treatment And Biogas Utilisation Project,"Starch Plus Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.C.; AMS-I.F.; AMS-III.H.,Registered,Thailand,"37,970",Asia,2025-01-07,2022-09-27,2029-09-26
4844,"SOLAR ROOFTOP PROJECT NAKHON PATHOM, THAILAND",SPP Six Co. Ltd,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Under validation,Thailand,"8,237",Asia,,2023-11-01,2030-10-31
4799,Carbon Disclosure SA Solar PV Grouped Project 1,Carbon Disclosure South Africa (Pty) Ltd,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Verification approval requested,South Africa,"9,418",Africa,2024-11-13,2022-09-13,2029-09-12
4795,Evander Solar Solutions PV Grouped Project,Evander Solar Solutions (Pty) Ltd,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Registered,South Africa,"25,309",Africa,2025-04-05,2022-06-01,2029-05-31
4784,Wuhan Jiangxia Changshankou LFG Power Project Phase I,"Wuhan Huantou Environmental Technology Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Verification approval requested,China,"315,624",Asia,2024-08-13,2022-03-10,2032-03-09
4785,Floating Solar Power Project by AMP Energy In Madhya Pradesh,Ampin Energy Markets India Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"197,846",Asia,2025-09-17,2024-06-06,2031-06-05
4775,Grouped Solar Power Project by Indospace Development Management Pvt. Ltd.,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Registered,India,"8,233",Asia,2024-11-22,2022-04-27,2029-04-26
4717,Bundled Solar Power Project by AMP Energy - 02,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Registered,India,"17,148",Asia,2024-11-22,2022-01-10,2029-01-09
4719,Bundled Captive Solar Power Project by Dalmia Cement,EKI Energy Services Limited,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Registered,India,"77,864",Asia,2025-06-17,2021-12-25,2028-12-24
4695,Xinxiang Yanmai Biogas Utilization Project,"Xinxiang Yanmai Food Co., Ltd",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-III.H.,Registered,China,"49,972",Asia,2024-12-20,2023-05-20,2030-05-19
4696,Biaofa Juancheng Animal Manure Management Project,"Biaofa Ecological (Juancheng) Co., Ltd","Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",,AM0073,Registered,China,"331,420",Asia,2025-09-12,2024-06-01,2031-05-31
4684,Selabam Hydropower Extension Project,EDL-Generation Public Company,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registration request denied,Lao,"8,159",Asia,,2022-12-14,2029-12-13
4669,"100 MW Solar PV project by ERBL, Bangladesh",Energon Renewables (BD) Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Bangladesh,"106,019",Asia,2024-06-26,2021-12-29,2028-12-28
4600,"FST SMALL-SCALE SOLAR POWER PLANT IN KAMPHAENG PHET, THAILAND",FutureTech Solar (Thailand) co. ltd,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Registered,Thailand,"13,062",Asia,2024-08-28,2023-07-21,2030-07-20
4603,BATIKIPAS BIOGAS PLANT,Batıkipaş Kağıt San. Ve Tic. A.Ş.,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0014,Registration requested,Turkey,"45,387",Europe,,2022-10-14,2029-10-13
4597,Varanasi Harit Koyla Pariyojna,NTPC Vidyut Vyapar Nigam Ltd.,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0022,Under validation,India,"143,324",Asia,,2024-01-01,2030-12-31
4588,Nam Houng - 1 Hydro Power Project,"Nam Houng - 1 Hydro Power Co., Ltd",Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Lao,"40,515",Asia,2024-09-12,2023-09-01,2030-08-31
4582,Myanmar Kyeeonkyeewa Solar Power Plant Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Myanmar,"23,339",Asia,2024-07-29,2022-12-28,2029-12-27
4583,Myanmar Satoketayar Solar Power Plant Project,"Timing Carbon Asset Management Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Myanmar,"23,014",Asia,2024-07-29,2023-02-07,2030-02-06
4580,Myanmar Kindar Solar Power Plant Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Myanmar,"22,402",Asia,2024-07-29,2023-01-18,2030-01-17
4559,Anhui Zhujixi CMM Utilization Project,"Huainan Huamei Pushi New Energy Technology Co., Ltd",Energy industries (renewable/non-renewable sources); Mining/mineral production,,ACM0008,Registered,China,"151,088",Asia,2024-11-16,2021-12-14,2031-12-13
4519,TABREED DISTRICT COOLING GROUP PROJECT,NATIONAL CENTRAL COOLING COMPANY PJSC – TABREED,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,United Arab Emirates,"19,320",Middle East,2024-07-12,2023-05-25,2030-05-24
4514,"Poultry Litter based Biogas Power Generation Project in Nashik, Maharashtra, India",M/S. S& P Feeds Pvt. Ltd.,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.F.; AMS-III.D.,Under validation,India,"6,881",Asia,,2022-03-30,2032-03-29
4482,Lushan MSW Incineration Project,"Lushan Capital Environment Energy Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0022,Rejected by Administrator,China,"60,883",,,2021-10-07,2031-10-06
4486,Nkhotakota Solar PV project,Serengeti Nkhotakota Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Malawi,"22,148",Africa,2025-02-15,2023-07-29,2030-07-28
4472,Wu Cheng Geothermal Based Space Heating System,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AM0072,Registered,China,"62,052",Asia,2024-09-04,2021-11-08,2031-11-07
4469,Zonguldak Landfill Gas to Electricity Project,Arel Yenilenebilir Enerji Teknolojileri ve Elektrik Üretim Ltd. Şti.,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,Turkey,"71,518",Middle East,2024-10-03,2022-01-01,2028-12-31
4447,Aslan Biogas Plant,Aslan Biyokütle Enerji Üretim ve Ticaret A.Ş.,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0010,Withdrawn,Turkey,"65,339",Europe,,2022-06-24,2029-06-23
4441,Upstream Emission Reductions Through Beneficial Use of Waste Flare Gas Energy at Seaboard Flare Removal Project,Verde Seaboard Partners LP,Energy industries (renewable/non-renewable sources); Manufacturing industries,,AMS-III.Q,Under validation,United States,"2,557",North America,,2022-09-23,2032-09-22
4437,Biogas Project by Empower Capital in Egypt,Multiple Proponents,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.C.; AMS-III.D.; AMS-III.H.,Under validation,Egypt,"35,556",Africa,,2023-06-30,2030-06-29
4428,OFF GRID SOLAR PV PROJECT AT ALMINA,"Almina Minas do Alentejo, SA",Energy industries (renewable/non-renewable sources),,AMS-I.A.,Under validation,Portugal,"7,585",Europe,,2024-01-01,2030-12-31
4420,Kayseri Biogas Plant,MİR Global Enerji A.Ş.,Energy industries (renewable/non-renewable sources),,ACM0010,Rejected by Administrator,Turkey,"102,204",Europe,,2021-06-30,2028-06-29
4421,Eskişehir Landfill Biogas Plant,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0010,Rejected by Administrator,Turkey,"64,670",Europe,,2021-07-01,2028-06-30
4417,Grouped bio gas recovery project by EKI Energy Services Ltd,EKI Energy Services Limited,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.F.; AMS-III.D.,Under validation,India,"7,317",Asia,,2022-09-19,2029-09-18
4413,Household Biogas Program for Smallholder Farmers in India by SPEF and NDDB,EKI Energy Services Limited,"Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management",,AMS-I.E.; AMS-III.R.,Registered,India,"12,319",Asia,2024-05-10,2021-08-13,2028-08-12
4414,Waste to Bio CNG project by United Bio Energy Private Limited,UNITED BIOENERGY PRIVATE LIMITED,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-III.AO.; AMS-III.AQ,Under validation,India,"50,339",Asia,,2023-03-23,2030-03-22
4395,Alter Biogas ll Project,WABIO Technology Holding Ltd.,Agriculture Forestry and Other Land Use; Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.C.; AMS-III.AO.; VM0042,Under validation,Serbia,"56,369",Europe,,2024-01-01,2030-12-31
